0, Level_Start 
0 ,020
1657 ,021
, 49
1657, Level_End 
0, Level_Start 
4469 ,020
5407 ,430
5750 ,030
6407 ,031
6485 ,030
7078 ,431
7110 ,330
7657 ,331
7735 ,430
8110 ,030
8703 ,031
8875 ,030
9453 ,211
9782 ,431
9828 ,330
9907 ,031
10063 ,030
10657 ,031
11110 ,331
11157 ,430
11313 ,030
11782 ,011
11907 ,431
11953 ,330
12281 ,031
12485 ,331
12531 ,430
12813 ,121
13610 ,030
13688 ,00
14078 ,00
14156 ,431
14235 ,031
, 09
14235, Level_End 
0, Level_Start 
17047 ,020
18031 ,430
18360 ,030
19031 ,031
19156 ,030
19828 ,431
, 19
19828, Level_End 
