0, Level_Start 
0 ,020
1047 ,230
1094 ,430
1266 ,231
2047 ,030
2672 ,031
2719 ,431
2750 ,430
2797 ,030
2844 ,430
2875 ,431
2922 ,430
3297 ,031
3969 ,431
4000 ,330
4250 ,331
6344 ,230
6391 ,430
6719 ,030
7016 ,231
7375 ,031
7641 ,431
7672 ,330
8047 ,331
8969 ,230
9000 ,430
9422 ,030
9719 ,231
10094 ,031
10344 ,030
10844 ,230
11172 ,030
11500 ,231
11844 ,031
11969 ,030
12547 ,431
12875 ,230
12969 ,430
13266 ,030
13641 ,231
13922 ,031
14594 ,431
15391 ,030
15937 ,111
16344 ,121
16797 ,031
17141 ,230
17172 ,430
17500 ,030
17844 ,231
18172 ,031
18547 ,230
18797 ,431
18844 ,430
18891 ,431
19172 ,230
19469 ,030
19500 ,231
19625 ,430
19922 ,031
20297 ,431
21266 ,230
21297 ,231
21500 ,230
21594 ,231
21750 ,230
22797 ,430
23047 ,030
23344 ,231
23672 ,031
24219 ,00
24297 ,00
24469 ,030
24547 ,00
24844 ,00
24891 ,00
25016 ,031
25250 ,030
25422 ,230
25719 ,231
25891 ,431
, -19
25891, Level_End 
