0, Level_Start 
0 ,020
1531 ,430
5937 ,431
6031 ,030
6531 ,031
7109 ,430
7484 ,431
7562 ,430
7609 ,431
7640 ,430
7687 ,431
7734 ,430
7765 ,431
7812 ,430
7859 ,431
8234 ,330
9031 ,331
9640 ,030
9703 ,031
, 49
9703, Level_End 
0, Level_Start 
12578 ,020
14890 ,430
17187 ,431
17687 ,430
18187 ,030
18234 ,230
18734 ,231
18875 ,111
19062 ,431
19156 ,430
19187 ,431
19203 ,111
19234 ,00
19281 ,20
19437 ,121
19515 ,00
19562 ,20
19703 ,00
19828 ,031
19906 ,021
, 09
19906, Level_End 
0, Level_Start 
22828 ,020
23906 ,430
26187 ,230
26234 ,030
26859 ,111
26937 ,231
27109 ,431
27281 ,111
27687 ,121
28172 ,031
28406 ,021
, 09
28406, Level_End 
