0, Level_Start 
0 ,020
813 ,430
1360 ,030
1438 ,20
1641 ,431
1688 ,330
2110 ,030
2313 ,331
2360 ,430
2438 ,431
2532 ,430
2610 ,511
3063 ,031
3688 ,030
4313 ,031
4563 ,431
5110 ,430
5141 ,030
5813 ,211
6141 ,431
6266 ,031
6313 ,021
, 19
6313, Level_End 
0, Level_Start 
9125 ,020
9813 ,430
10391 ,030
10485 ,20
10735 ,031
10860 ,431
11016 ,021
, 49
11016, Level_End 
0, Level_Start 
13829 ,020
16313 ,030
16907 ,031
17016 ,430
18188 ,030
18813 ,031
19438 ,431
19485 ,430
19516 ,431
20766 ,030
21063 ,430
21313 ,031
21610 ,431
21688 ,030
22141 ,211
22610 ,031
22657 ,021
, 19
22657, Level_End 
