0, Level_Start 
0 ,020
1735 ,430
2985 ,431
3031 ,430
3063 ,030
3110 ,430
3156 ,431
3735 ,031
4735 ,030
5110 ,430
5313 ,031
5360 ,030
5438 ,431
6031 ,031
7906 ,030
8360 ,031
, 39
8360, Level_End 
0, Level_Start 
11156 ,020
12188 ,030
12860 ,031
12953 ,430
14188 ,431
14235 ,030
14281 ,431
14906 ,031
15360 ,030
15406 ,431
15438 ,430
15500 ,431
15531 ,430
15860 ,431
15906 ,430
15953 ,431
15985 ,031
17563 ,030
17688 ,430
17735 ,431
17781 ,430
18063 ,031
18110 ,030
18891 ,031
19188 ,030
19281 ,431
19860 ,031
19906 ,430
20735 ,030
20828 ,20
21078 ,031
21110 ,030
21203 ,20
21313 ,00
21438 ,031
21485 ,030
21531 ,00
21563 ,20
21813 ,031
21860 ,030
21953 ,20
22031 ,00
22203 ,031
23328 ,431
23360 ,030
23406 ,431
23860 ,031
23906 ,030
24485 ,031
24985 ,021
, 29
24985, Level_End 
0, Level_Start 
27781 ,020
29360 ,430
30610 ,431
30656 ,030
30703 ,431
31031 ,430
31235 ,031
31281 ,030
31360 ,431
31781 ,031
31938 ,030
31985 ,430
32031 ,431
32063 ,430
32110 ,431
32156 ,430
32438 ,031
32485 ,030
33281 ,031
33313 ,030
33813 ,031
34406 ,030
34438 ,00
34485 ,20
34735 ,031
34781 ,030
34860 ,20
35078 ,00
35110 ,031
35156 ,030
35235 ,20
35281 ,00
35485 ,031
35531 ,030
35625 ,20
35860 ,031
35906 ,030
35985 ,20
36235 ,031
36281 ,030
36485 ,431
36610 ,031
36813 ,430
37485 ,030
37531 ,431
38031 ,430
38078 ,431
38110 ,430
38156 ,431
38406 ,030
38453 ,431
38485 ,430
38531 ,431
38563 ,430
38906 ,031
38938 ,030
39485 ,031
40031 ,431
40078 ,021
, 29
40078, Level_End 
