0, Level_Start 
0 ,020
657 ,430
1453 ,030
2203 ,031
2235 ,030
2282 ,431
2328 ,430
2360 ,431
2407 ,430
2703 ,031
3032 ,431
3078 ,430
3110 ,431
3157 ,430
3203 ,431
3235 ,030
3282 ,431
3328 ,430
3360 ,431
3782 ,211
4500 ,031
, 29
4500, Level_End 
0, Level_Start 
7297 ,020
8188 ,430
8953 ,030
9203 ,511
9735 ,031
9813 ,431
9875 ,430
9907 ,030
9953 ,430
9985 ,431
10032 ,430
10078 ,431
10235 ,031
10407 ,030
11078 ,211
11703 ,031
, 29
11703, Level_End 
0, Level_Start 
14500 ,020
15250 ,430
16078 ,030
16813 ,031
16860 ,030
16907 ,430
16953 ,431
16985 ,430
17032 ,431
17328 ,031
17360 ,030
17953 ,211
18578 ,031
, 29
18578, Level_End 
