0, Level_Start 
0 ,020
2547 ,021
, 49
2547, Level_End 
0, Level_Start 
5359 ,020
7265 ,230
7344 ,030
7422 ,20
7594 ,511
7969 ,031
8672 ,030
9172 ,031
9297 ,030
10015 ,031
10062 ,021
, 19
10062, Level_End 
0, Level_Start 
12859 ,020
15047 ,030
15094 ,430
15719 ,031
15844 ,030
15922 ,20
16172 ,031
16640 ,030
17297 ,431
17390 ,031
17672 ,430
17719 ,030
17750 ,430
17797 ,431
17844 ,430
17875 ,431
17922 ,430
18219 ,031
18422 ,030
19094 ,211
19672 ,431
19719 ,330
19750 ,031
20015 ,030
20672 ,031
20922 ,030
21000 ,331
21094 ,430
21594 ,031
21969 ,030
22094 ,431
22765 ,031
, 29
22765, Level_End 
