0, Level_Start 
0 ,020
1115 ,430
2106 ,030
2602 ,031
2726 ,030
2850 ,431
2896 ,430
3221 ,031
3639 ,00
3887 ,030
4336 ,00
4460 ,031
4507 ,030
4878 ,00
5002 ,00
5033 ,031
5823 ,431
7774 ,430
8177 ,030
8424 ,431
8502 ,430
8765 ,211
9214 ,031
9911 ,431
9958 ,430
9989 ,431
10035 ,030
10081 ,431
10112 ,430
10531 ,031
10701 ,431
11274 ,030
11769 ,330
11862 ,031
13550 ,230
13628 ,331
14464 ,030
15162 ,031
, 29
15162, Level_End 
0, Level_Start 
18287 ,020
18785 ,430
19578 ,030
20029 ,031
20449 ,030
20526 ,431
20573 ,430
20946 ,031
21320 ,00
21522 ,030
21615 ,00
21973 ,00
22097 ,031
22439 ,030
22517 ,00
22937 ,431
22968 ,330
23310 ,030
23683 ,331
23714 ,430
23839 ,031
24958 ,431
26047 ,430
26373 ,030
26591 ,431
26746 ,430
26949 ,211
27415 ,031
28115 ,030
28193 ,431
28239 ,430
28659 ,031
28784 ,431
28908 ,030
29483 ,031
29903 ,030
30074 ,430
30525 ,031
30805 ,431
31816 ,230
31925 ,030
32687 ,431
32966 ,231
33013 ,031
, 29
33013, Level_End 
0, Level_Start 
36139 ,020
37009 ,430
38253 ,030
38285 ,430
38347 ,431
38378 ,430
38596 ,231
38829 ,031
38953 ,431
39000 ,230
39047 ,431
39295 ,231
39326 ,430
39373 ,431
39420 ,430
39451 ,431
39497 ,030
39529 ,431
39575 ,430
39622 ,431
39669 ,430
39824 ,230
40166 ,031
40197 ,00
40244 ,231
40913 ,230
41146 ,231
41286 ,431
41317 ,230
41395 ,030
41441 ,231
41783 ,330
41892 ,00
42017 ,031
42732 ,230
42934 ,231
43105 ,230
43276 ,030
43603 ,331
43634 ,430
43883 ,031
44100 ,030
44178 ,00
44551 ,00
44676 ,031
45220 ,431
45267 ,430
45298 ,030
45842 ,211
45966 ,431
46293 ,031
47086 ,330
47537 ,230
47708 ,231
48034 ,230
48921 ,030
49325 ,511
49823 ,111
50103 ,231
50320 ,031
50367 ,231
, 19
50367, Level_End 
