0, Level_Start 
0 ,020
1575 ,430
2038 ,431
2069 ,330
2563 ,030
2687 ,331
2733 ,430
3227 ,031
3644 ,431
3845 ,430
4987 ,030
5281 ,431
5327 ,330
5451 ,031
6269 ,030
6485 ,331
6516 ,430
6809 ,511
7180 ,431
7303 ,031
8045 ,030
8585 ,211
8987 ,031
9357 ,021
, 49
9357, Level_End 
0, Level_Start 
12507 ,020
13789 ,430
15549 ,030
16290 ,031
16336 ,431
16691 ,330
16907 ,030
17479 ,031
17772 ,331
18961 ,030
19501 ,211
19918 ,031
20412 ,030
21061 ,031
21648 ,021
, 29
21648, Level_End 
0, Level_Start 
24798 ,020
25863 ,430
27515 ,431
27762 ,030
28256 ,031
28627 ,030
29167 ,211
29569 ,031
29785 ,030
30433 ,031
, 49
30433, Level_End 
