1,1,4,3,2,4,2,2,3,1
2,2,1,2,2,3,2,2,3,0
3,2,2,3,-1,-1,-1,-1,-1,-1
4,2,4,3,2,4,3,0,3,0
5,2,3,1,2,4,1,2,3,1
