0, Level_Start 
0 ,020
2031 ,030
2125 ,430
2703 ,031
2906 ,030
3235 ,031
3281 ,030
3735 ,031
3781 ,030
4375 ,031
5203 ,431
5453 ,031
, 49
5453, Level_End 
0, Level_Start 
8344 ,020
9360 ,030
9953 ,431
9985 ,430
10031 ,031
10235 ,230
10328 ,030
10360 ,431
10453 ,231
10500 ,511
10781 ,031
11735 ,430
12531 ,431
12578 ,330
12781 ,331
12828 ,430
12953 ,431
13000 ,330
14235 ,331
14281 ,430
14360 ,431
14656 ,030
15328 ,031
15656 ,030
15985 ,031
16375 ,030
16953 ,031
17531 ,031
, 09
17531, Level_End 
0, Level_Start 
20422 ,020
21328 ,030
21781 ,031
22203 ,031
, 49
22203, Level_End 
