0, Level_Start 
0 ,020
1922 ,230
2437 ,030
2937 ,031
3468 ,030
4140 ,031
4390 ,030
4968 ,211
5297 ,031
5687 ,231
, 29
5687, Level_End 
0, Level_Start 
8484 ,020
8640 ,430
9422 ,230
9562 ,030
10093 ,431
10187 ,031
10390 ,030
11140 ,031
11218 ,030
11890 ,031
12062 ,030
12640 ,211
12968 ,031
13343 ,030
14015 ,031
14140 ,030
14640 ,031
14937 ,330
15515 ,331
15547 ,430
15765 ,030
16093 ,231
16437 ,031
17015 ,230
17140 ,030
17812 ,031
17890 ,030
18562 ,031
18593 ,030
19265 ,031
19562 ,00
19593 ,00
19640 ,211
19687 ,00
19937 ,00
20672 ,030
20984 ,231
, -19
20984, Level_End 
