0, Level_Start 
0 ,020
1062 ,430
2766 ,030
3391 ,431
4719 ,430
5266 ,431
5672 ,430
6219 ,431
6391 ,330
6813 ,030
7391 ,031
7969 ,331
8001 ,430
8969 ,230
9016 ,030
9595 ,031
9813 ,431
9876 ,231
10141 ,230
10173 ,030
10391 ,430
10516 ,231
10767 ,031
11142 ,431
13298 ,230
13345 ,430
13845 ,431
13861 ,231
, 29
13861, Level_End 
0, Level_Start 
16658 ,020
17595 ,430
19392 ,030
19689 ,431
19892 ,031
20142 ,430
20596 ,230
21189 ,031
21439 ,431
21549 ,231
21893 ,030
22268 ,511
22346 ,430
22721 ,031
23190 ,431
24143 ,430
24221 ,431
25471 ,230
25518 ,430
26221 ,431
26315 ,231
26549 ,030
26596 ,430
26643 ,431
26690 ,430
27174 ,031
27518 ,431
29300 ,430
29346 ,030
29425 ,431
29471 ,430
29596 ,231
29846 ,031
30222 ,431
30768 ,430
31143 ,431
31394 ,230
32097 ,031
32269 ,231
32440 ,230
32878 ,231
, 29
32878, Level_End 
0, Level_Start 
35644 ,020
36644 ,430
38347 ,030
38769 ,431
38816 ,031
39301 ,230
39347 ,430
39926 ,031
40144 ,431
40176 ,231
40488 ,030
40644 ,430
41098 ,031
41191 ,431
42473 ,030
42520 ,431
42723 ,231
43223 ,031
, 29
43223, Level_End 
