0, Level_Start 
0 ,020
922 ,430
2062 ,030
2422 ,231
2625 ,031
2922 ,431
2969 ,330
3375 ,331
3422 ,430
3641 ,030
3969 ,231
4297 ,031
5641 ,431
7922 ,030
7969 ,430
8594 ,031
8813 ,431
8938 ,030
8969 ,430
9016 ,431
9047 ,430
9094 ,431
9391 ,430
9422 ,431
9469 ,430
9516 ,431
9563 ,430
9594 ,431
9641 ,430
9672 ,431
9719 ,430
9766 ,431
9876 ,030
10126 ,430
10391 ,031
10626 ,431
10719 ,030
11141 ,430
11313 ,031
11548 ,431
12095 ,030
12470 ,430
12720 ,031
13017 ,431
13517 ,030
13548 ,430
14142 ,231
14267 ,031
14673 ,431
14720 ,330
14970 ,331
15017 ,430
15845 ,431
15892 ,230
15923 ,430
16548 ,031
16673 ,431
16720 ,231
17220 ,330
17595 ,331
17642 ,430
18001 ,431
18189 ,030
18392 ,430
18517 ,231
18673 ,031
19142 ,431
19376 ,230
19423 ,030
19439 ,031
, 09
19439, Level_End 
0, Level_Start 
22236 ,020
23470 ,430
24892 ,030
25017 ,230
25298 ,231
25470 ,031
25642 ,431
25673 ,330
26095 ,331
26142 ,430
26220 ,030
26298 ,430
26642 ,231
26892 ,031
27767 ,230
28298 ,431
28439 ,430
28517 ,231
29017 ,431
29892 ,430
29970 ,230
30220 ,031
30345 ,431
30392 ,231
30689 ,030
31142 ,231
31517 ,031
, 29
31517, Level_End 
0, Level_Start 
34314 ,020
35251 ,430
36298 ,230
36345 ,030
36673 ,231
36939 ,031
37095 ,431
37142 ,330
37392 ,331
37470 ,330
37970 ,331
38017 ,430
38392 ,030
38517 ,431
38595 ,430
38767 ,231
38877 ,031
40392 ,431
40845 ,430
41220 ,030
41799 ,231
41892 ,031
42267 ,230
42345 ,431
42642 ,231
42674 ,430
42720 ,431
42845 ,030
43267 ,430
43345 ,031
43767 ,431
43970 ,030
44095 ,430
44189 ,231
44517 ,031
44642 ,431
46189 ,030
46517 ,430
46814 ,031
46892 ,431
47299 ,430
47674 ,431
48471 ,030
48517 ,430
49064 ,231
49221 ,031
50049 ,431
50174 ,430
51017 ,431
51596 ,430
52096 ,030
52143 ,431
52189 ,430
52768 ,031
52939 ,431
53268 ,330
53674 ,331
53721 ,430
54268 ,431
54471 ,030
54518 ,430
54643 ,431
54689 ,430
54768 ,231
54971 ,031
55018 ,431
55314 ,021
, 09
55314, Level_End 
