0, Level_Start 
0 ,020
1050 ,430
1180 ,230
1509 ,030
1968 ,231
2097 ,211
2551 ,031
3009 ,230
3223 ,030
3260 ,431
3344 ,430
3680 ,431
3886 ,430
3933 ,030
4427 ,031
4639 ,431
4926 ,330
5388 ,331
5428 ,430
5596 ,030
6179 ,231
6303 ,031
6430 ,431
7723 ,030
7762 ,431
7808 ,430
8221 ,031
8635 ,431
8885 ,230
9009 ,030
9721 ,231
9760 ,031
9882 ,021
, 09
9882, Level_End 
0, Level_Start 
12675 ,020
14849 ,430
14885 ,230
14968 ,231
15346 ,230
15599 ,030
15808 ,231
16098 ,211
16514 ,031
16884 ,431
16929 ,230
16969 ,430
17260 ,231
17384 ,431
17637 ,030
18141 ,031
18472 ,021
, 49
18472, Level_End 
0, Level_Start 
21333 ,020
22098 ,230
22136 ,430
22597 ,030
23176 ,031
23556 ,431
23597 ,330
23931 ,030
23967 ,331
24014 ,430
24468 ,031
24929 ,431
24970 ,230
25053 ,430
25093 ,030
25640 ,231
25809 ,031
26177 ,431
27099 ,430
27136 ,230
27286 ,030
27391 ,430
27430 ,231
27802 ,031
27933 ,431
28246 ,030
28262 ,430
28306 ,431
28343 ,430
28804 ,031
29015 ,431
29055 ,230
29140 ,030
29766 ,231
29886 ,031
30021 ,021
, 09
30021, Level_End 
