0, Level_Start 
0 ,020
1515 ,430
3047 ,431
3093 ,430
3140 ,431
3218 ,030
3547 ,430
3843 ,031
3890 ,030
4422 ,031
4547 ,431
4593 ,030
4890 ,430
5015 ,031
5047 ,030
5890 ,031
6218 ,431
7062 ,230
7718 ,031
7765 ,030
7797 ,231
8125 ,031
8593 ,030
8672 ,230
9265 ,231
, 19
9265, Level_End 
0, Level_Start 
12156 ,020
14672 ,030
14718 ,031
, 49
14718, Level_End 
0, Level_Start 
17656 ,020
19265 ,430
20468 ,030
20515 ,431
20547 ,430
20640 ,230
21015 ,431
21093 ,031
21125 ,030
21172 ,231
21500 ,031
21843 ,030
21890 ,230
22000 ,430
22390 ,231
22593 ,031
23390 ,030
23547 ,231
24047 ,031
25593 ,431
26890 ,021
, 29
26890, Level_End 
