0, Level_Start 
0 ,020
969 ,430
1437 ,030
2062 ,031
2234 ,431
2266 ,430
2312 ,431
2359 ,430
2391 ,431
2437 ,430
2469 ,030
2516 ,430
2562 ,431
2609 ,430
2984 ,431
3016 ,430
3062 ,030
3109 ,430
3141 ,431
3187 ,430
3234 ,431
3266 ,430
3484 ,031
3594 ,030
4234 ,031
4687 ,030
4734 ,00
4766 ,20
4859 ,00
4984 ,00
5016 ,031
5187 ,030
5219 ,431
5266 ,330
5312 ,20
5562 ,031
5719 ,030
6016 ,331
6062 ,430
6312 ,431
6359 ,330
6516 ,030
6609 ,20
6687 ,331
6719 ,430
6844 ,031
7016 ,030
7109 ,30
7359 ,031
7641 ,030
7687 ,00
7859 ,431
7891 ,330
7984 ,031
8266 ,331
8312 ,430
8437 ,030
8687 ,211
8812 ,20
9062 ,031
9141 ,030
9234 ,20
9312 ,431
9344 ,330
9484 ,031
9687 ,030
9766 ,20
9812 ,331
9844 ,430
9937 ,431
10016 ,031
10266 ,330
10609 ,031
11156 ,030
11391 ,331
11437 ,430
11641 ,431
11687 ,330
11719 ,031
12016 ,331
12062 ,430
12094 ,030
12219 ,120
13266 ,431
13312 ,430
13391 ,031
14516 ,030
14562 ,20
14766 ,031
14969 ,030
15109 ,431
15141 ,430
15312 ,031
15562 ,030
15641 ,431
15687 ,430
15766 ,431
15969 ,430
16016 ,031
16234 ,030
16266 ,431
16312 ,430
16391 ,431
16734 ,430
16984 ,030
17641 ,031
18141 ,431
18187 ,430
18594 ,030
19109 ,011
19219 ,431
19344 ,430
19516 ,121
19859 ,121
19984 ,431
20016 ,330
20391 ,030
20437 ,331
20484 ,430
20937 ,031
21516 ,030
22016 ,031
22109 ,431
22141 ,430
22187 ,030
22234 ,430
22266 ,431
22312 ,430
22641 ,431
22687 ,030
22734 ,431
22766 ,430
23187 ,431
23234 ,330
23516 ,331
23562 ,430
24187 ,031
24766 ,230
26094 ,030
26484 ,031
26562 ,030
26609 ,231
, -19
26609, Level_End 
