0, Level_Start 
0 ,020
7641 ,230
7672 ,430
8266 ,030
8500 ,431
8656 ,330
9047 ,331
9094 ,430
9422 ,431
9469 ,230
9500 ,430
10000 ,431
10219 ,330
11547 ,230
11922 ,331
12219 ,030
12297 ,430
12875 ,031
12922 ,030
13016 ,431
13047 ,430
13234 ,511
13266 ,431
13344 ,430
14094 ,00
14156 ,031
14203 ,231
14469 ,230
14625 ,431
15047 ,231
15422 ,230
15547 ,231
, 09
15547, Level_End 
0, Level_Start 
18469 ,020
22766 ,230
23422 ,030
23594 ,031
, 49
23594, Level_End 
0, Level_Start 
26547 ,020
30938 ,230
31266 ,030
31609 ,031
, 49
31609, Level_End 
